MR1;MR2;MR8;MR3;MR4;MR5;MR6;MR7;MR9;MR1;MR2;MR3;MR5;MR4;MR6;MR7;MR2;MR1;MR3;MR4;MR9;MR7;MR8;MR6;MR5;MR1;MR5;MR2;MR3;MR4;MR7;MR6;J.29.1
-101.344.931.422.103;0.156862331752996;0.063788688286333;0.165034061428207;-0.198649051569991;117.304.232.867.175;104.168.438.209.591;-0.566431422432972;0.00457992695549697;0.411697275277325;0.134808713163182;-0.746576549006917;0.268505603125318;0.696713124485805;-170.134.093.591.043;-0.710778307134384;0.0803412263611024;-0.0246565148614331;0.987550660117257;-0.573010324123205;133.158.583.280.629;0.290373861146806;-0.0156373945990094;-0.635086309129065;-0.0316627257374257;0.359998330898393;0.490382733970228;0.129579259826992;-0.0842989828265122;0.462091129828329;-0.789044322927577;0.454206251490734;1200
-104.372.452.216.739;0.42619274746269;-0.0600346589972397;0.0835921399029648;-0.0998303563872059;116.448.709.938.782;-0.81158903915773;-0.570001030502831;-0.781804905775052;0.190034895548231;0.248571375205033;-0.860317948402942;0.63851343105951;-149.108.688.901.709;0.817637983563188;217.276.916.094.115;0.140458633488631;0.342777702594751;0.789080234233049;0.276331323929995;-0.903842502863338;105.351.751.891.211;-0.527714671009777;-0.454174014913395;-0.332655813634199;0.319748166586058;0.591730088844082;-0.367872602882119;-0.127538530594636;0.0595406515588344;-135.117.049.243.448;0.4976186983919;1000
-104.029.980.770.421;0.317416529112164;0.0271807006261848;0.699344345740544;-0.402829600253114;0.961541238571121;126.573.091.612.173;-0.568907639679124;0.149257167214511;0.16328704576649;0.133840884030389;-0.808237267926148;0.157126714113006;0.68176312242847;-178.647.329.760.756;-0.51069422353759;0.0217359757730363;0.249058882165704;0.505711971470282;-0.541788870652042;0.557740387501994;0.100274852533036;0.0546673594006443;-0.476936503956076;-0.273701186433849;0.744469301184048;-0.694544148746014;-0.463993654670372;-0.0751612246120909;0.230757613073158;0.0789803046290679;-0.161137547040551;1000
-0.850155171772718;0.372541328690911;-0.142419493565964;-0.0437735180279006;-0.0255286285879005;-0.736072712483822;-0.90411361443293;-0.683952420137261;0.230794832626919;0.41483226107452;-186.719.615.023.608;-0.995185700904354;-155.974.558.903.172;-0.652977230096435;-19.725.961.333.444;-0.450108144859219;0.053908194508733;0.345178884829176;0.780699887735247;-0.430530776120133;-0.714933452872477;0.563350167696199;-0.412768941873305;-0.417128498997136;-0.0507091279630507;0.314740364347936;0.807531606936004;-0.479235511553826;-0.144758550918144;-0.131182033505273;0.370700968800388;-0.352744835788443;1000
150.623.209.835.003;-0.0550880165867596;-205.442.084.636.827;-0.158803398958306;12.236.891.267.878;0.152367732636555;0.851059727674631;-0.513802998571185;136.677.273.977.601;0.655970250055009;-0.102239464156954;101.926.275.881.907;0.58802177548791;0.737094404368705;0.913373719871643;-0.521674797872289;0.192982416949329;-0.09229365324916;-0.0758948894519575;201.416.617.155.473;0.188996627858444;-0.533474950836297;-0.423277753486842;-0.848906024415962;0.513270027530407;0.190712896559784;0.536133624285807;220.995.890.689.517;-0.0416841700276385;-0.315780747998161;127.749.586.452.895;0.454112539713677;1000
10.506.927.319.456;-0.421833291095198;277.791.195.396.475;0.73930547486914;-0.829308634188706;-0.329609960789565;133.954.643.509.641;-0.820245388078869;103.507.200.967.091;0.77409882483594;0.160433606988922;0.882189836871906;-149.350.853.902.225;-122.242.462.750.379;0.328865971893005;-0.639757672577064;-0.180416551790981;-0.498685625285005;-240.396.635.435.618;0.0863351995156559;-0.266118032630621;-190.568.199.170.338;-0.169025282102186;-163.969.673.426.415;0.967898756617517;-0.578623413263013;-0.878669419583718;104.676.348.327.201;0.148936685084413;-0.0943133596337786;253.149.350.878.212;-0.875373034814238;800
135.930.894.010.421;0.679601284111099;-0.877719924459009;0.218519461751552;0.909671081170917;113.186.861.119.727;-194.787.861.236.033;-0.456394171210738;0.604848729440612;0.608999799680075;-0.110000950863066;121.785.229.834.253;0.335240336909967;0.846900544462329;-0.858854338538722;274.460.994.274.639;0.148001537477105;-0.0113225799990739;101.229.179.305.424;270.848.941.897.651;118.016.424.157.379;0.487297511867912;-0.757994969263997;0.766309003710806;103.053.455.191.971;0.166749902111399;115.143.908.596.916;-0.383119807335752;-0.160446764193834;-0.044646677437704;-0.692173227110959;0.43205098172233;800
-10.151.067.752.726;0.543759306730523;-0.131005083631834;-0.371082782638687;0.0272855271549551;-0.815259926966092;0.598017689457141;-0.187519864562312;-0.467165102951093;0.198467284903925;0.0266157165839062;-0.675703700427164;0.29647881835396;0.715321025453455;0.679541644313216;0.149359570847903;0.0454366637203467;-0.0519710331059932;118.859.926.240.824;0.124513977212959;111.126.240.467.424;-177.310.541.282.798;-0.0447351742409567;-0.0214108065288543;-107.107.525.759.126;0.417120711560783;0.453486330086059;12.105.483.014.187;-0.0502805119051391;0.286174550126126;0.144961879426076;0.721975203286148;800
106.865.497.024.618;0.971409999119649;-0.774572291465636;0.490639999849827;0.463238785981052;0.96571723649045;-144.974.979.636.998;-0.850213630999023;0.107101888966057;-0.246513662734444;0.939830302665054;137.237.352.225.992;-146.385.551.669.477;-112.451.418.396.995;-131.676.851.985.826;0.649830943322692;-0.140742304845693;179.973.024.178.444;-143.382.746.965.371;-0.766284473006441;0.546345430706168;169.342.217.916.706;-0.0466980449033396;-0.601692399798179;-196.442.312.045.652;-0.118897580937383;140.374.184.644.395;-0.154482898787418;-0.116767382257382;-0.341864355356122;0.668791397963543;-0.169950909535096;1500
-0.957221037938228;-0.207693105514447;0.0820486572975375;0.104185216699814;-0.183029905422453;164.411.336.393.683;-0.699664221122388;-0.25567662659668;112.760.209.108.626;0.30731660995868;0.210171037645751;-0.85721296228471;0.774710203894035;-156.837.463.097.339;0.491063071098272;0.398365706297701;0.180657983596304;0.0490394832418386;0.135438856150135;-0.290663598430998;-0.579471498640108;-132.820.958.768.797;0.0227735712746917;-0.443608773531122;-0.0465061336639769;0.0953114713635617;156.769.183.043.905;-0.184657594388759;-0.0865412506655223;0.416043721430787;-0.377985401985485;0.252169631438136;1400
122.697.625.472.712;0.116939468141245;-0.433855338635012;0.572719900729989;-0.0525158861394392;-101.270.535.090.981;152.337.763.644.057;0.0728325396440362;0.45611906512329;0.237144357961715;0.0216485983116176;123.614.918.764.286;0.342458196969682;0.861575939518474;-116.152.959.916.618;-0.107232671243946;0.3908859491114;-0.653942555777626;0.900141675345729;258.974.857.854.222;0.764801895771969;-0.207775197780255;-0.486683365882333;-0.642211724888732;-0.0602226970780628;0.402002278948959;0.436727847656572;0.0176360957743415;-0.0834217534621623;-0.0720293296604849;-0.160790809981451;0.263053152629797;1100
128.508.642.186.403;0.8567032075118;-116.968.618.101.597;-0.68415630298551;0.513499768819663;-0.866214707475127;0.576409458291777;-0.91600083173942;0.465325081456877;0.651234685309324;-0.0376541949748882;104.405.928.354.005;0.480363765540384;0.766424748734619;0.909242501793436;-0.448760728082245;-0.0523109575392607;0.600402940529113;0.794091515953349;-0.232857923650635;0.255316822703821;-0.475620680609585;-0.206860759261329;-0.0221287627987775;-10.113.266.536.381;0.355417687173404;0.644553761347215;-0.606201436651918;-0.125503363872864;-0.131672407698154;0.061153703763745;0.575195357957636;1200
111.165.058.555.919;0.927258184972152;-0.923377732593144;0.935761456834684;-0.14360947780998;0.988997294836244;120.802.842.301.586;0.545942613019025;0.823351040595061;101.145.461.305.953;0.0525292486039294;105.346.860.762.379;0.425831936610135;0.704599534694357;-207.868.336.962.868;-0.847825323671033;0.24726542685241;0.412268628814954;-0.752451858737431;340.182.607.019.034;0.511491660158864;0.941127029900013;-0.75505312421602;-0.301957450092684;-0.421150598120005;0.407154092099464;0.348850593752999;-0.372611049441138;-0.0986217058350654;-0.0801784964887242;-0.319190815222734;-0.768741471901264;1000
111.937.088.675.366;101.785.826.780.826;-0.728718552934257;0.0599081383162966;-0.0455249868421105;-106.055.410.830.882;-0.490215804009636;-0.468973245846537;0.219874603060482;-0.626644705362176;0.23762075583456;156.820.507.287.938;0.166926419722376;0.904305360296544;-106.571.433.092.379;-0.330226015063508;0.00155284023414957;0.76110427356298;-0.921407800530314;0.461563067994877;-0.670436169728643;108.688.200.607.025;-0.983208099605822;-0.54849070276965;-0.623091868971196;0.46270439027895;0.652239078968047;-0.581273597560199;-0.122013189855005;-0.186072974218057;-0.377413907378511;0.0268953255997624;1500
122.955.660.483.576;0.297227447875511;-0.932706235587046;0.320688100088978;0.401410940106799;-105.212.769.784.822;-0.89550225983062;0.307395144003537;118.198.741.767.862;0.460728580554683;0.599130916275722;0.87480364319264;-129.979.227.280.095;-125.614.174.689.338;0.836264658867955;162.840.185.873.111;0.0113726261308287;0.300618879031301;0.804554003045565;0.182065357621566;-0.226168907535035;0.586225188564224;-0.224393262212225;-0.417413762103043;-0.627734319809366;0.442355782536802;-0.258948474188274;-0.261378983317596;-0.11574101944959;-0.0401845067605211;-0.562558131751132;0.832418667261194;1900
11.715.374.649.361;129.952.248.432.615;-115.094.438.402.059;0.33720483716261;0.819077940479511;-117.389.693.386.729;-179.702.789.730.215;-0.479396266337403;0.400205569467591;-0.154981389023733;0.192922254414709;145.134.587.913.398;0.219391339292056;0.871873675721125;-119.907.052.359.013;175.063.765.858.335;0.081163098529071;0.411519365157102;-175.909.752.739.302;290.116.116.452.177;0.837509013385996;0.800995418836806;-0.964269325916999;-0.663373559289751;-0.34378226712086;-0.0719292661204373;0.39704781859239;-0.249168232490077;-0.069857583384927;-0.397201496439482;-0.607783131224752;100.983.561.775.255;1100
123.406.605.839.525;0.579658614376938;-170.542.189.709.667;-0.217408538772983;0.207492856155892;-0.516394036855341;-0.83887284553061;0.968426758389998;-0.0686739900421043;-0.222070670606884;0.459002770681872;117.135.323.275.874;0.712733738046594;-141.570.650.922.156;-124.626.554.702.188;0.0192284472193438;0.1462677843618;0.00905369570982205;104.983.474.212.738;0.93833037868106;129.584.550.858.048;-0.281027998664025;-105.022.801.518.659;10.236.981.797.128;0.854190291605843;0.105809265955385;0.250870166269483;221.512.143.664.443;-0.0439057191328282;-0.411519428601966;-0.262492811451246;127.964.350.603.769;1000
-0.663855367146977;-19.865.388.490.194;-0.686056343546516;-0.160999224630751;25.413.485.263.255;-0.363207973439872;0.340642227001806;-0.767400899821826;-0.532038729641727;-247.678.071.455.038;0.49224750314979;-0.133058073809893;-0.0558944960223906;0.9821209841364;0.405050310684156;0.0101692047951516;0.424479112146612;-214.099.639.872.961;-0.0638091101619189;-0.411103558055585;-0.719486427296523;127.943.288.568.956;-0.5564203794694;131.699.539.669.531;0.54550470922143;-266.787.928.286.786;-0.6981582056095;-0.402367793387981;-0.0912188571664174;-0.9997759566385;-0.441186767141562;-0.348732946188587;1300
-0.880791332400706;-210.373.962.301.658;-0.583669243589519;0.053979966857065;245.943.422.640.896;-0.291281891747242;-0.0318124381341272;-0.538531781620647;-0.880346120687507;-270.102.251.370.111;0.789555071500008;-0.023214548724307;-0.857836588682968;0.977563613370822;0.506265746681022;0.580175019021981;0.474110897144218;-239.615.928.765.177;0.299421340016157;-0.413199416510391;-0.529489666706468;127.795.493.836.365;-0.64392945161344;144.099.059.874.776;0.251856030685128;-262.135.550.243.363;-0.815976074321327;-0.318129083170819;-0.0518577716857151;-0.797251302188685;-0.799467525960773;-0.320612165805031;1200
-0.770956990839013;-27.738.400.305.433;0.825715661347011;175.266.723.109.094;135.149.432.126.029;-0.521353293375521;-0.472278923294005;303.935.803.464.817;0.00912311856244985;-235.283.031.820.697;0.481100802094019;-0.237480128442034;-0.0328651819231989;0.936417948319921;0.239924777696526;-0.600708216487871;0.275294630426456;-25.288.077.649.203;0.698152698262593;-0.562974445098442;-0.242700867362818;141.345.460.933.303;-0.0438944650688428;-0.475651413599767;0.954302861267817;-185.322.186.560.287;-0.967972964941859;-0.38682310066748;-0.0842927229772062;-0.30498584154145;0.277478386829369;-118.687.544.526.607;1100
-0.702493694600023;-195.623.406.997.535;-0.666543999699422;0.059765574972682;249.869.999.526.775;-0.391289147793443;0.388040274073767;-0.779000844788714;-0.650855921703538;-270.102.251.370.111;0.789555071500008;-0.023214548724307;-0.857836588682968;0.977563613370822;0.506265746681022;0.580175019021981;0.455356802683793;-214.764.560.352.413;-0.422262883554406;-0.43374543192664;-0.47012510809824;144.720.263.131.148;-0.632058448379039;15.492.998.266.376;-0.329270858300547;-266.907.005.442.754;-0.700935863859074;-0.394496378077396;-0.0901325647782209;-0.97127777817738;-0.525807991067704;-0.377422565354241;1200
-0.647248831921002;-242.362.446.815.175;-0.637430497953542;-0.194550797141906;197.770.930.848.883;-0.289189154880277;-0.231757487647392;-0.48550254369779;-0.842754215850798;-270.102.251.370.111;0.789555071500008;-0.023214548724307;-0.857836588682968;0.977563613370822;0.506265746681022;0.580175019021981;0.403029989638629;-222.799.217.084.484;0.241038312987831;-0.538902277818436;-0.516697802280533;136.973.744.051.435;-0.549295286606206;157.830.301.379.568;0.28414690862201;-292.158.151.691.467;-0.580669506751431;-0.354346324103074;-0.138256891785286;-118.725.968.034.076;-0.457031937328402;-0.315944274230839;1200
-0.733416139040352;-194.555.094.861.699;0.152197832314469;-0.16051846228323;258.997.811.692.544;-0.406025739280804;0.162495175166025;-0.721237097764122;-0.189048661661788;-247.678.071.455.038;0.49224750314979;-0.133058073809893;-0.0558944960223906;0.9821209841364;0.405050310684156;0.0101692047951516;0.293271949500205;-238.367.905.677.978;-0.144964452569209;-0.561699850356632;-0.460309701992868;190.785.287.279.853;-0.690704106972606;-0.811721912993278;-0.398836131653572;-164.903.320.958.823;-100.524.733.630.322;-0.434603362738848;-0.0977682093661757;0.119157153288706;-0.848989196514911;-165.010.980.979.899;1400
-0.620772453620892;-246.800.330.181.275;0.179841409233824;-0.278961190972815;-0.42638733476069;-0.48608442413512;-0.659608877629632;-0.215783658111801;-0.41476617182243;-247.678.071.455.038;0.49224750314979;-0.133058073809893;-0.0558944960223906;0.9821209841364;0.405050310684156;0.0101692047951516;0.293271949500205;-238.367.905.677.978;-0.144964452569209;-0.561699850356632;-0.460309701992868;190.785.287.279.853;-0.690704106972606;-0.811721912993278;-0.398836131653572;-159.576.148.228.358;-100.486.618.905.148;-0.399407951603298;-0.0842885758597655;0.169450056326831;-0.39033174352037;-167.688.480.674.618;1300
165.845.669.444.973;-0.359478239956043;-0.959205843635891;-0.126181994401981;-0.00980802251529476;-0.81097592906494;0.717329870095097;-0.957674763717314;-0.213311321664302;0.654773828254008;0.230634621605178;0.895286173687884;0.861340048460853;-141.090.804.857.067;113.521.414.121.979;0.552827339258467;0.160028307053064;0.266214694544797;114.196.780.384.987;0.733504158924655;0.781959705435746;0.89160515547626;104.736.984.451.494;-0.473081715610425;0.578216789017124;0.0546611440240188;0.139365008340241;-0.274614417434842;-0.0681766583939958;-0.350827643836011;0.846245415895761;0.416773634548842;1500
10.757.244.378.108;116.334.906.534.363;-110.651.505.598.625;0.6433324249598;0.506532813612271;-0.766382172443196;-107.311.464.361.909;0.205438692602228;-0.0845926892785003;0.0843570013003029;0.269906824835594;131.325.298.600.462;-13.702.353.180.991;-124.173.117.320.864;-171.403.575.805.659;0.277403206444348;0.0527617761369931;0.406507449063026;0.642869590149921;-0.927077866641129;114.918.583.313.596;0.017307591357422;-0.554596218772663;-0.0663836385659617;0.144140457555548;0.54438425208681;0.841070467088082;-0.286411871870852;-0.094203671760706;3.028.831.709.387;0.633735239128422;132.908.924.543.212;2500
133.431.333.354.392;0.0612191875281259;-0.819768716220159;-0.370442174742214;0.325931290721756;167.814.504.664.766;0.852724223874833;0.88086790759301;-0.790449658502387;0.55951288415811;-0.165062419362933;117.271.065.660.585;0.286785745732716;0.833811226493868;-0.836494261867399;43.335.945.937.834;0.210738566035668;-0.207916927280804;0.114126283894419;149.626.379.287.927;139.541.562.106.844;0.249309336700893;-0.93301985743074;-100.819.037.177.659;110.596.669.413.538;0.26497396048273;0.38794512131239;-0.279010201547109;-0.113645208209488;-0.161001806053505;-0.222455731903265;0.76704554195235;1100
-0.962360690996092;-214.685.894.901.732;0.417366794971597;0.171183109796089;-0.0328611361717892;-0.577137999154131;-0.378269437545479;0.178335616764206;-0.442674742875188;-127.063.299.053.888;0.452050829856074;-0.240197678790698;-0.0164642433253406;0.903564509936;100.980.072.438.628;-0.881863622488893;-981.053.118.521.265;0.0728176933830024;-116.230.328.944.075;21.524.900.277.263;-10.486.455.661.309;117.556.301.281.014;0.919655091176311;-143.409.811.232.047;-0.106109004760973;-267.642.071.248.808;-0.987805596900546;-0.225872561927611;-0.0231822464371876;-102.408.932.375.405;104.000.142.244.703;164.867.071.718.229;800
-0.705596458325753;-243.090.343.860.967;0.286080711954864;-0.144038061906163;193.007.271.734.355;-0.252204439685395;-0.185453536505309;-0.473236041951323;-0.683325233324168;-247.678.071.455.038;0.49224750314979;-0.133058073809893;-0.0558944960223906;0.9821209841364;0.405050310684156;0.0101692047951516;0.543456127017619;-245.625.765.302.083;0.29698846813617;-0.400944195955073;-0.576688000593408;0.959620642117698;-0.514175795343786;140.712.063.983.769;0.15826318607142;-212.764.204.207.831;-119.803.706.733.471;-0.264087672384479;-0.033997533032572;-0.15702896595862;-0.506040651347458;108.284.918.968.842;1300
-0.719149142707989;-168.435.583.129.969;-0.0576188812196942;0.0053978901122711;-0.450150698672417;-0.421713628710671;-0.888938031038018;-0.300366891326709;-0.424715547688034;-161.794.949.506.741;0.662143395375064;-0.171726526971806;-0.908072789877935;0.257868581306618;13.658.404.933.167;-0.273221281871578;0.561050487100151;-142.334.992.760.239;-11.499.311.048.277;294.568.724.893.319;-179.307.741.840.925;0.455782888633939;0.91595204547398;312.735.179.633.865;0.373155018975843;-281.203.455.353.221;-101.994.063.911.351;-0.254358888711662;-0.0284207716738649;-104.930.078.724.562;-0.0966491659021851;170.417.296.539.307;1200
0.831740330345627;-0.191509176008545;-0.224430785888832;0.0845474126973308;-0.841761278125445;-0.551393315210057;105.078.749.202.712;0.834686033178538;-148.171.183.864.929;-136.394.720.162.653;0.709270141271164;150.592.327.795.843;0.460794318533743;-126.262.632.383.748;-0.884071233852556;-0.477692773422707;0.0127778607185519;0.68023891943175;-176.472.854.319.639;-0.424096886562212;0.414869450070516;-0.363952609022334;-0.759906540997155;167.639.405.089.561;0.118934374462889;0.40220242884008;0.214950546747237;-0.614034023827502;-0.103596253229726;-0.0648742895738475;-117.085.336.509.121;-0.674218557131494;1100
12.046.674.634.876;0.0787514756990926;-0.605874112247835;-0.2757190766957;-0.504958016489941;0.297253323714722;0.863442747779642;-0.523774028387378;-17.563.145.758.599;0.69636093706745;-0.308024278103622;0.675677778785247;0.539607544667413;-0.234470226753048;10.753.050.607.255;-0.840777600549734;-0.188048569543192;0.642534794477442;-104.657.488.449.152;-0.746036603859732;137.600.682.695.048;-107.835.190.425.602;-0.534613099146799;-0.153525558143545;-0.838669740811709;0.540824351377702;-0.579174726721332;-0.0701885253446139;-0.0127737543823587;0.431085046295446;-0.5414610029549;-0.300411978298687;1200
129.326.534.192.904;-0.154808458031662;-0.602354354026568;-0.139516028945673;-0.265381537324209;122.333.157.318.467;153.555.243.535.456;-0.787200216613827;-0.24840088250274;0.92061564074294;0.19562412719466;0.748117140227301;0.881642893265189;-154.887.794.441.495;0.496465333183445;-0.941343751219767;0.0624868088511172;119.317.863.554.633;-251.374.859.053.844;0.205388855172906;117.907.223.128.928;0.654582261946126;-102.544.391.060.032;196.803.907.300.789;-0.939389356024917;0.725543859285163;-0.0832648659064379;0.363181670366911;0.0254124016730161;100.132.941.455.696;-140.275.308.036.307;-123.978.986.489.275;1000
128.463.723.272.119;11.083.116.480.123;-0.868096834273584;-0.312652468138231;0.231635739214228;-0.961663515468212;-0.631975281524016;0.217046252229645;-185.040.739.026.043;-155.752.788.479.827;0.499313422971791;156.767.797.353.543;-0.0230504109651512;10.130.076.419.811;-0.852109786605836;-101.644.626.322.553;0.0125319689194501;0.704609537362393;0.321162940534149;-0.957408212501504;127.246.860.754.659;0.308449667174707;-0.978464175192707;-0.0444848769710552;0.153449373968885;0.529956524388742;-0.0607825229913855;0.154068784726225;-0.0423753226277872;0.0552417108413659;-0.863983384600234;0.052031393037417;1100
0.974028153851481;0.792677303310287;-0.57025005617156;-0.00994593485247046;0.07119572908429;102.507.887.532.223;-0.64756669884878;-0.466199304605481;-134.880.963.883.346;0.706040977344887;0.225574721272015;0.933421670001152;0.924251378981577;-148.489.236.324.594;0.773035260025198;-0.225930950595212;-0.14314738020955;0.41156646104822;0.295726847443327;-0.782506943472727;138.325.726.944.928;0.422708139521162;-0.81406557270489;-0.516378552169936;0.345428553407161;0.722489367594969;-0.725013924618713;0.397766138454118;-0.0394919488753612;0.245894730085125;-0.426421416132174;0.45444959193936;800
113.381.096.464.326;115.673.020.884.108;-174.206.976.119.112;-0.595874348044395;0.515857267614616;108.868.912.779.358;0.90228884495367;-0.466454722834013;-116.497.634.722.662;102.279.919.572.973;0.429237551182237;0.712244726934238;-0.329023382938844;-0.658293881384175;0.237697435949375;-138.372.836.130.058;0.100530586832506;100.768.110.639.678;-156.200.277.401.637;-0.616024241308532;0.42431427723597;-0.0721196480496809;0.197053659760067;164.307.750.073.858;-0.564033430325002;0.373949215034176;0.214588389312549;-0.181517712957503;-0.0771477984890787;-0.121951383514658;0.125379986461302;-156.397.952.608.482;1500
122.596.863.907.824;112.026.599.984.205;-0.847422891313865;0.0889709720766961;-0.0075017587834326;-0.674660785991199;124.387.424.055.114;-0.441658420804535;-118.146.551.897.802;0.532895544677214;-0.189454466988182;0.977890385552379;0.498355321595893;0.0959558465049006;116.819.805.280.519;-0.483038271481802;0.0926215271279471;0.764267750358096;0.773805932171811;-0.642431846972597;0.765827142253223;-0.340419645813893;-0.291413584811496;158.902.538.214.823;0.0532080204348315;0.691039463727142;-0.751654390861978;-0.168373952125407;-0.0596126717447965;0.0533806076408268;-0.65021031573539;0.445479059771112;900
111.694.652.648.939;132.020.782.980.416;-0.870183374604656;0.0631789197931024;0.478408593822952;-0.903567925890539;-109.901.501.963.527;-0.303130925262016;-14.334.484.199.193;0.871308172469434;0.210712453197653;0.794192263824964;0.954957131113833;-154.582.974.433.458;0.552867882708358;-104.043.417.897.258;0.124317112560048;0.274814392942051;0.857846873738219;-0.484094321031254;-0.713249728467581;-0.197643638184223;-0.162644789569518;-0.451028132539699;-0.235982198912208;0.651050975355108;0.0914003825256435;-0.245941167858803;-0.0691096703858751;-0.0116992089969754;-0.0247366198605467;0.0295949183439028;1100
118.298.193.827.146;122.199.950.637.958;-164.847.246.948.799;-0.529823520698608;0.294082997789928;-0.732577774933122;-0.901191202539076;-0.511314219592965;-133.484.106.186.292;-0.739652705911637;0.612009858538487;118.312.310.609.585;0.442983155133827;-133.092.722.850.978;-152.253.362.193.677;-0.840757385115695;-0.0213248641820479;0.832676248610974;-123.500.831.244.769;-0.843302517525833;0.682286462176487;0.838455743694054;-0.242856818832907;-0.300846817337562;-129.545.711.006.038;0.682788307207948;-0.464848916134667;0.1199397358036;-0.0635306801587747;0.0865089722236558;-0.830975473669353;0.340873967032874;800
112.782.344.810.152;115.470.214.742.806;-0.851184303527015;-0.144073217048318;0.0640304299884881;-0.848396452016243;-0.795992974034023;-0.671249833819922;-143.188.546.409.243;0.81650188043387;-0.0525164630492497;0.904829877363866;0.51106951767264;0.70548736764598;0.689075124476596;-126.326.395.645.961;-0.0945132290017114;0.694536391271224;-144.196.347.650.954;-0.626449106665203;0.0310567595667131;-0.130583311998752;-0.237454120045638;161.129.821.341.713;-16.513.474.448.249;0.383053594435358;0.301991704642;-0.348859645750609;-0.0604871775145223;-0.213036687406901;-0.398094544757054;-13.344.387.880.351;1000
113.718.116.896.708;117.792.244.505.539;-0.945442682767317;0.177287888640952;0.127208968044093;-0.976329384855641;-0.449406909812919;0.67544172153546;-121.871.761.483.562;0.706389765875032;-0.0505089301834455;0.737433599001884;0.730166864921809;0.343987220843137;0.957185632847434;-0.7250658786916;-0.0404509010716556;0.305537832795508;0.52951282761155;-0.67216314067399;107.642.168.507.057;0.280547205624357;-0.173016223302213;-0.518442693971022;-0.581649223405736;0.368334702413672;0.58914969889472;-0.0408302434403828;-0.117264550780059;-0.189508897238703;-0.689941397502829;0.107681215356636;1200
101.063.789.303.858;103.413.690.644.041;-119.791.512.706.433;-0.246403336290948;0.405403854332495;0.323655949198777;0.608884258671602;-0.163986492023297;-0.718824553018075;0.95614879053625;0.317765697716637;0.775434715722904;10.888.168.973.005;-190.821.772.408.905;-194.678.010.302.608;-0.0867974684159927;0.134627552294391;0.439859144574324;0.290161025678042;-0.733875918465119;132.162.188.884.736;0.214181264111641;-0.296545203650077;122.100.457.634.855;0.0868350648510923;0.415899329910158;0.21093395356149;0.0593955027205391;-0.0376804727560349;-0.130598744328226;-0.288929707593524;-0.852320231735049;1000
-0.990162732767891;0.411880490924917;-0.0399692596291959;123.959.276.364.335;-0.457638722170651;-0.828500537583365;-0.659735044203793;-0.228745203285329;0.297204167437521;-0.152632735371175;0.13084800793758;-0.478482536111075;0.167291812851772;0.810968326876061;-0.834333932821469;0.385873345004554;0.325405738168914;0.44401878373572;0.993378886162323;0.415913663359673;-0.964587606040784;0.744673592165354;0.461832244047756;-0.48471157765842;0.0102005776605243;0.131079522840898;101.607.257.630.814;-0.572949846607648;-0.171700183769057;-0.411562229190159;143.843.567.776.547;-105.104.109.076.195;1000
-0.968636364007815;0.140927955255771;0.0237805920602411;0.698739266322691;-0.503858078169285;0.392684710396902;129.654.870.976.855;351.158.020.306.322;125.307.330.711.046;0.216861847971867;0.300169835096741;-0.631200028143229;0.523865850374813;-144.630.889.536.541;-0.786869445782348;284.013.142.124.646;0.0773202655797753;0.256431449562679;0.773406221450868;-0.456546943102528;105.752.323.132.913;0.234280125409799;-0.657871576831597;-0.385443074847953;-0.504105120208782;0.0485805757088878;0.392249745217293;132.516.126.132.075;-0.118250380168724;-0.12612237934462;-107.056.790.620.447;0.490955264544146;1000
-0.971528153420495;0.307725037017173;-0.893066317671513;-0.212729604512687;-0.0267945635142633;111.374.977.787.771;-0.872287238134357;-0.551904418257845;0.107788251665296;0.215395131281642;-0.0943539799760526;-0.780431580048316;0.294481647069903;0.673125492530821;0.644040370370003;136.727.441.708.842;0.0329838992458841;0.00619465171485281;0.833277835358646;-0.269367596165424;-10.043.712.859.756;-11.101.918.800.113;0.137597239599183;-0.47479723097766;-0.466887453576648;0.362541373263529;0.629768340423672;0.840265707598392;-0.0468425679580474;-0.204465828710374;0.22493800804993;0.714033687543763;1000
-0.90300611536334;0.1687512950576;0.113387168492851;0.9042484921089;-0.0453836121514475;10.135.745.346.656;-0.317196912785083;0.286552894791618;0.401712318633882;0.43126700630209;0.19902433658998;-0.961635016916851;0.797739517993226;-161.407.766.678.987;0.325937538110642;-0.212511714985322;-0.0433660888032393;0.162943915189812;0.467640787092701;-0.339759600289369;-0.615647031150165;-115.311.565.381.437;-0.155397535247055;-0.359068956371501;-0.560703434489726;0.248667131209548;0.669388803773986;-0.42748905656051;-0.117357702097229;-0.0929943554117686;-132.456.891.124.316;0.0876689453510178;1000
-0.967466400474206;0.460203684320861;-0.210785241326259;0.746413637411492;-0.609349277727641;-0.698589777199456;-0.415371655384092;-0.147013359746546;-0.970417765035843;0.554678679766474;0.470470013323853;-0.834673949155853;0.39254505764527;-141.898.757.808.882;-184.642.235.588.667;-0.671737806067508;0.0499018288468682;0.0254516161623646;0.783664821916521;-0.82642491351695;0.532489141434479;-139.444.452.219.648;0.369620234870303;0.165341985443619;0.261223354155067;0.314668851501086;0.87434890855131;-0.446691892740733;-0.132568864395208;0.220808820532032;0.782817003412506;-13.041.857.909.573;1500
