MR1;MR2;MR8;MR3;MR4;MR5;MR6;MR7;MR9;MR1;MR2;MR3;MR5;MR4;MR6;MR7;MR2;MR1;MR3;MR4;MR9;MR7;MR8;MR6;MR5;MR1;MR5;MR2;MR3;MR4;MR7;MR6;J.29.1
10.837.060.542.558;-0.0562819226503182;226.315.090.069.634;132.766.272.608.138;0.218270692857972;-0.522310913413768;-0.706696282868287;-108.047.513.411.196;0.614693723910558;115.801.391.309.371;-194.776.662.660.798;0.641990905926736;-133.738.797.402.702;-0.622565979063638;0.294815294372286;-130.034.173.978.799;-0.0404015715506581;0.899992724536654;0.427626614794667;-0.648989609692413;-0.0530333836546423;107.726.671.856.424;0.543290175347871;-0.405664518696724;235.802.722.404.081;0.925339109581033;-252.575.496.481.707;-0.316051206983354;-0.0118589858896753;0.700106032508895;-105.071.228.178.042;0.037394528071636;1000
-0.792695699469815;0.557681260917538;-0.383353099166759;0.510026399614647;0.397700078657463;-0.642108369495026;-162.109.433.787.006;-0.707176788929174;0.918815189252408;0.341789911953106;0.0662818190338943;-0.713026142693419;0.279820061125008;0.710037615855997;-158.848.673.436.951;-0.0737245278885948;0.0244038400806627;0.198776393818321;0.683122917937643;-0.624524704252907;0.965219484246484;0.893236935819519;-0.168453257047605;-0.511106940487188;-0.437534159327889;0.31384408204249;12.616.652.516.543;0.249453793194139;-0.130000030780943;0.102889919615273;-0.780511445611736;0.306769894550398;800
118.456.547.155.636;-0.25781870143927;-0.694887822053747;0.377966409914019;0.0243731762028153;-0.745807500915652;-10.978.574.807.707;0.00605227106348223;0.575958749250784;0.651234685309324;-0.0376541949748882;104.405.928.354.005;0.480363765540384;0.766424748734619;0.909242501793436;-0.448760728082245;0.0215348990791646;0.470000113069496;-0.35439987427463;147.748.665.534.843;123.048.249.705.168;157.313.640.235.865;-0.190852768348936;-0.235212244809052;-128.873.215.381.412;-0.0802838023292182;0.403221007757195;0.0886083616610235;-0.0377788023406778;-0.451685917787334;-0.624252212956828;0.869639056850538;1000
13.843.981.311.493;-0.883061459253469;-0.773964337445931;0.283249468511171;-0.252682917114765;129.541.731.351.939;-0.551040766838217;188.902.711.000.791;104.723.952.903.493;0.850743535432205;-0.0673435470066347;107.668.472.374.465;0.38101536539951;0.720069053368247;-188.842.724.708.722;15.818.389.137.061;0.215455611961239;-0.374895879477987;10.850.898.079.767;176.205.728.049.943;168.482.501.582.774;0.620783648078786;0.023498338765214;-0.562536958941943;0.162755889540849;-0.410578611058266;244.914.593.443.116;0.270141664582436;-0.1020328285056;-0.336444085640548;-0.0683113543418455;0.371866384547432;900
12.256.557.972.759;-0.956072793972307;-0.312766875996544;129.237.680.005.817;-101.652.579.083.191;0.95712577408797;118.994.419.840.709;123.319.375.978.751;164.340.521.885.498;0.237907616978087;0.364551109743579;11.963.832.224.226;0.752002038311994;-13.573.626.280.158;-124.546.550.948.771;0.0894207482803206;0.188397183577654;0.121433772864329;0.553360002138469;-0.641893402041245;132.013.963.489.457;0.509810034313843;-0.0377984982740983;-0.314116309311799;-0.913216073596448;0.144593058338758;0.781514550107776;-0.307080183980015;-0.114591913428491;-0.289902967264797;-0.0354253229111451;0.962052294454464;1000
114.166.330.676.142;0.384707192138891;-0.66947223338623;107.131.103.029.636;-0.496748439360961;-0.683509140066958;149.376.838.031.756;-0.256570740670914;0.490270164211689;0.242463734475313;0.229816046058654;108.036.993.236.728;0.737891219233624;-140.283.049.043.055;-12.753.767.642.631;170.458.175.728.009;0.240663187816444;-0.816666587685335;0.968916323170323;275.172.386.376.207;108.162.257.528.616;-0.43885706310529;-0.261450236175619;-0.811533240459149;0.984887401832714;-0.12993800563228;147.218.795.916.052;149.200.456.249.069;-0.0910870885361505;-0.0133259202132847;-0.353546312620783;0.0668810601873018;1300
12.094.696.009.588;-0.0252280960401011;-123.186.130.081.246;0.558387788232603;-0.536811044275484;-112.362.227.446.173;-0.451285278155147;251.751.419.538.579;125.391.715.067.224;0.600730795234816;0.310308216790237;0.966157822006527;0.826996276361971;-137.852.950.412.438;11.874.854.726.665;0.526650981295701;-0.0115235593049461;0.483945710338736;-0.825536166542072;-0.964453330580386;114.084.323.670.674;129.279.222.246.621;-0.94504807060713;-0.182489273361389;-0.951978459004153;-0.0813635909625266;0.843152034685047;-0.32044602126634;-0.0951286822267898;-0.541223971235728;-0.237309744999446;0.99424295248652;1400
108.478.866.864.375;116.633.112.568.381;-0.717886228828685;111.503.185.233.557;-0.480964136333461;-103.230.596.671.625;138.132.996.752.318;130.801.476.798.439;0.51878591557348;-0.0813499122373613;0.125477501282311;115.928.106.628.484;0.567856401155169;0.701403352812972;-104.084.509.524.595;-0.509774958675407;0.232214241907613;-0.387017813023811;-0.0479074048451227;295.504.108.451.891;0.673802246577078;-0.553042965182462;0.452242478107732;-108.977.681.344.167;-0.387168465627697;-0.10052543979546;0.553377212622105;-0.469107667419512;-0.130316436525168;-0.848150211403134;0.941788309120217;0.957212056444629;2000
144.248.558.829.635;-0.948562497176637;-136.714.486.359.068;0.406582489898781;-0.295771580650761;144.769.544.734.489;0.116303453686276;123.902.926.199.479;188.319.666.207.271;0.701305412599202;0.29015999045408;0.958218194722133;0.816593369034051;-145.556.201.888.003;0.768904041946991;-0.153016880805168;-0.0384541731151804;0.308831811231347;-0.984875838606835;-0.6911624752726;0.173740030515869;109.776.581.692.602;-150.631.880.085.066;-0.333237408807694;-112.257.893.954.763;0.488259892734364;0.360194151286714;0.109395927212789;-0.0645650844816114;-0.0473970495767185;-0.510516946140285;0.191424853601255;1400
117.717.610.165.185;0.873867107332891;-0.707325089355846;0.36099701845263;-0.00617789165423786;0.544502008388095;0.85330737884034;120.333.044.093.461;13.782.011.648.056;0.651234685309324;-0.0376541949748882;104.405.928.354.005;0.480363765540384;0.766424748734619;0.909242501793436;-0.448760728082245;0.0304664319804416;0.520004797800024;-0.118673319046433;-0.810767586818691;0.953086292774723;0.690267456776464;0.0755345987988366;-0.0504128015344064;-0.891862164525543;0.403601452295147;-180.541.298.613.193;137.146.770.299.704;0.0602918940897909;-0.148175988769664;-0.317301454896592;165.435.050.328.624;600
-0.832173250434948;0.104455763861356;0.215036128192237;132.986.890.103.884;-0.526402094481494;-0.948672951075939;11.811.688.924.385;-0.478986173656589;-0.141893556797686;0.198467284903925;0.0266157165839062;-0.675703700427164;0.29647881835396;0.715321025453455;0.679541644313216;0.149359570847903;0.0723280119892056;-0.0913107334086349;0.530360843478627;-0.505003427860985;0.980436815035222;0.578990008511115;0.41315427963388;-0.687800076755661;-0.176228923578254;0.0408740862728002;0.192932716242051;115.964.130.354.692;-0.0173651582629972;-0.641379224810608;-0.214413237893793;0.538773737544222;1320
-0.863647546236241;-0.0370065768479611;0.158772693599007;124.132.524.784.328;-0.499606175283308;-0.801353112665276;0.964001296907893;-0.803456820333736;-0.764666949858557;0.411697275277325;0.134808713163182;-0.746576549006917;0.268505603125318;0.696713124485805;-170.134.093.591.043;-0.710778307134384;-0.135690994531575;-0.447985168856772;-0.658296233644148;-0.122285769582959;-0.591221903441169;-194.896.052.754.941;0.300292048304024;-0.974880670229858;-0.428465003609971;0.287056021295897;103.939.649.321.185;-0.19061088510396;-0.127208105223303;-0.308713782527041;147.280.183.986.957;-0.406322568308931;800
-0.866115625541506;0.190246956166547;-0.0311866183311474;125.557.094.043.227;-0.330902554768083;-0.811511807075054;0.831588128120308;0.541186555979968;-0.388038862801849;0.250211669439744;532.692.102.219.939;-0.647008463516766;380.482.763.899.452;-291.654.782.114.376;0.252540398569916;-0.0761951652844775;0.343370068779072;-372.817.499.558.222;0.154684779359925;-0.280442177373373;-0.868077754754502;-0.459641124266105;-13.927.886.355.552;-126.364.221.438.975;-124.274.584.529.135;0.382255837207875;0.644983850735011;-0.79095172028382;-0.137754428743489;-0.495338297340601;148.235.548.885.639;-10.042.725.470.238;2000
-0.921501768604488;0.330115108941342;-0.122018273765315;0.707150268055251;-0.213885839999605;-0.9335520469765;0.734368587418675;-0.423740994374923;0.315649674301327;0.198467284903925;0.0266157165839062;-0.675703700427164;0.29647881835396;0.715321025453455;0.679541644313216;0.149359570847903;0.148480036427947;0.226317487453877;0.400368879843374;-0.381138184857123;-0.918676956816317;0.333864433882729;-0.346428739710194;-0.802237218065428;0.35167040969952;0.29503840844924;0.468892126853932;-0.662211368643538;-0.122732282531738;-0.0287564340505639;0.248232580637471;-0.68065440716029;1200
-0.913710625247558;-0.215023599048026;0.0884435252796522;0.742981882471275;-0.044055587075158;12.840.483.065.194;-0.944365525782789;0.596528268474886;0.710597284588429;0.198467284903925;0.0266157165839062;-0.675703700427164;0.29647881835396;0.715321025453455;0.679541644313216;0.149359570847903;-0.0871733586208191;0.359157024477654;-0.0793345289492128;-0.545925602473863;-0.0719593901504438;-144.718.668.609.193;-0.649040617568473;0.434292673089757;-119.802.651.087.748;-0.043403432742921;0.630520759368727;0.758189879316869;-0.0220186695390296;-0.702731763427556;0.747668893794622;-0.503148220961839;1200
-0.937995860157317;0.493825351883785;-0.145007436177874;0.964924481410909;0.128107305747897;-0.737881127946767;-144.213.325.006.787;-0.300393235673115;0.361621104306727;0.465740308296517;0.0551351179781232;-0.81744819732556;0.3028493752242;0.664334580039518;-175.361.226.735.714;-0.684601949171618;-0.0827961164176175;0.607859943947272;140.682.969.350.015;-0.314969738262571;209.943.420.577.451;-0.750912064318312;0.927852692843576;0.328645296705726;-142.379.544.272.714;0.415640721215764;0.727013728728963;-0.281445498521275;-0.1097365965371;-0.100506852678292;0.103639399484931;0.386895611002703;800
-0.913781745370846;0.356374764923411;-0.0947808126792571;0.538694856409612;-0.703347202168249;-0.800714461483882;124.079.481.699.421;-0.385824391671436;-0.978506652600677;0.198467284903925;0.0266157165839062;-0.675703700427164;0.29647881835396;0.715321025453455;0.679541644313216;0.149359570847903;0.0965634332565829;-0.0662497049374567;120.320.268.003.641;-0.424966353649826;-0.389367294432286;0.229038252289373;-0.439406166882108;-0.207739532797241;-0.681263102968275;0.352998479338137;0.766839273412181;-0.603998674968787;-0.124978465676113;-0.269439348767162;0.226361813208794;0.699339170773377;1600
-104.344.870.795.333;0.507078934360467;-0.159068807587047;0.252727642882428;0.329480663437116;106.124.019.952.488;-12.578.208.962.214;0.190805846268328;-0.132337565028935;0.470475873042202;-0.00945015120394239;-0.842244722046541;0.410507385171726;0.635004235673603;-174.948.104.927.893;-0.757516018961662;0.126604812688841;0.17047175920165;0.532029513309392;-0.0947627158832905;-0.498852136529236;0.470927174861539;-0.69392788878366;-0.31560432044846;-0.44543628288682;0.250208313191757;0.735122968049958;-0.0576322155270833;-0.123437510089995;-0.151182165456975;-0.559771534923367;0.511974584094477;1200
-0.879511063710612;0.286464637002812;0.000776185024090637;0.206810100954719;-0.168760318438682;-0.905132757062292;0.970596022683632;-0.0628131717654901;-0.526506306192153;0.411697275277325;0.134808713163182;-0.746576549006917;0.268505603125318;0.696713124485805;-170.134.093.591.043;-0.710778307134384;0.0189831222819641;0.358281834569948;0.705620323928811;-0.681358286806122;0.759602562099188;0.895559173058934;-0.248006182843495;-0.543301441468254;-0.131441674254973;0.292202795353826;0.400783329013247;0.323474399511633;-0.0837182543802391;-0.0885628842924254;-0.269804922276492;0.789287154706119;2000
-0.967553871139973;0.25697744729664;-0.223663721557331;0.435245951989879;-0.574065613039071;0.452120750497203;145.277.122.820.287;-0.526523867468461;0.253526530165496;0.392700785875236;-22.244.442.090.083;-0.922550171120437;-121.231.857.154.213;-0.633089035712575;0.910949213090078;0.869713124034208;-0.0337506687708146;0.067210779812961;-0.22762995192553;-0.538513383946189;-0.452371968668245;-148.310.831.356.535;-0.0865881209527333;-0.16525448048485;-156.187.965.571.051;0.284973088632404;0.434934061973925;0.321526089522935;-0.0880122302572635;0.0046320435772892;-0.658789556358193;0.549826297436;800
-105.550.658.436.173;0.380313452425121;-0.0164810061333725;0.748274588625249;-0.252670346121352;126.412.995.234.128;-0.433011994102844;0.180858997057346;-143.053.252.620.453;0.144699733004038;-0.143828079406001;-0.799273384306002;0.409941837513369;0.701569534231644;0.96210766148784;180.411.124.387.403;0.0219436996034391;0.155218994235788;13.604.120.609.072;-0.812982823512558;0.742027035874674;-0.955571783790787;-0.349478783909889;0.0508319597813087;-0.431474101411081;-0.539951333294727;188.799.560.480.442;137.294.911.335.751;-0.132907904947808;-0.233325481081581;-132.117.827.799.661;0.29191926596867;1000
-0.737511339341664;0.450014590602176;-0.458041237193404;0.013579565600292;-0.0256677181799257;-0.804655433166009;0.847701518466313;-0.455916190784836;-0.436788342888691;0.16617896818655;0.172959065320285;-0.659435777964951;0.109857285545079;0.68638065731221;-159.426.378.950.379;0.0239688497903396;0.0301872451671193;0.282377566783533;0.632835996762572;-0.730786454102175;0.465033597762552;0.321134215919125;-0.213616771507572;0.204376652378808;-111.449.749.542.701;0.297759970664571;0.516204686727246;0.282302515740607;-0.108513413966335;-0.212296457242997;0.462512065611118;0.705701758209718;800
-0.929102265555855;0.442746428991694;-0.179234062755113;0.506507237851475;-0.448329538748951;-0.840895844301801;116.422.117.054.131;-0.28829686130896;-0.113091875345762;0.109244012747299;0.213514479215447;-0.737365619607504;0.122782942014124;0.714141666874758;-173.420.196.616.086;-0.536870581500356;0.197624476696812;0.281045268353228;0.0155600908166421;-0.295954607590951;-0.947575821789681;12.188.541.802.095;-0.347579554583721;-0.755640704965519;0.26257853391051;0.418978981805338;0.720248373821557;0.0409526635400577;-0.0857292298020434;0.0694438073624993;-0.789798874017843;0.449951902883642;1200
-100.620.655.026.232;-0.0461638394804356;0.11730020939995;182.257.392.659.375;-0.421059985474185;111.594.387.153.004;0.579842250822736;-0.226758472369657;0.779193910271986;-0.746431499844902;0.213153530894728;-0.300312270502334;0.0699867520151741;0.810636848013326;-0.814743813086377;0.244804695102647;0.117711663835216;0.520171922611449;-12.364.572.871.706;0.328607527620849;-0.55736346243666;-127.707.226.346.851;0.0795547818241749;183.502.230.648.586;-123.880.185.706.034;0.508438510734187;-0.891223092931712;-0.111304732970474;-0.00444159938746197;-0.280120528135226;-0.210400113816037;123.855.269.886.062;1000
-105.994.915.782.818;0.480030857974225;0.110292421310672;100.088.108.742.916;-0.243852597589983;0.367035068120031;0.361752193846302;262.864.563.663.033;-0.164050534095334;0.411697275277325;0.134808713163182;-0.746576549006917;0.268505603125318;0.696713124485805;-170.134.093.591.043;-0.710778307134384;0.0889056240755379;0.287258385004534;-10.645.204.221.729;0.115055945380657;-0.245253282313993;122.147.671.190.923;-0.599541566974397;-0.558891554535488;-118.233.323.671.987;0.374849088092421;-0.0789073785412509;-0.0620864303430008;-0.0784576525936191;-0.406217551352628;-0.0248811217354277;0.0758768691823292;1200
-0.995010761465223;0.293896384368868;-0.223671322970921;-0.512070560577249;127.808.602.833.037;-0.886374722645441;-0.821248311425398;-0.841654389110703;-0.230855919430818;-210.301.310.773.793;0.855828811934916;-0.29886336753642;-123.715.802.127.077;-0.89248992303243;0.508830065785632;-0.501635219316279;0.232114764255058;-212.483.117.374.982;-121.327.922.976.388;-0.647287776634558;0.751435460974723;-116.092.729.174.438;0.26505068720612;138.591.128.181.507;105.385.757.126.324;-142.982.556.196.157;-108.498.142.327.828;-0.534607953414058;-0.0366632959538899;0.238364817000432;104.251.734.974.671;-151.670.025.735.077;300
-0.574282088381726;0.60311749719954;-0.361875872438324;104.429.567.303.209;-0.395440076893595;-111.840.118.506.015;169.121.024.750.062;-0.288062660579202;-0.409838092947797;-0.699132358897942;0.204408887921644;150.264.251.991.507;0.12604644087392;0.926096594719835;-0.914597169747971;16.277.419.947.155;0.208659139188175;0.570888172659423;0.0868526224296238;0.0651382736440813;-0.853999368256436;0.228936452621465;0.0623317628567415;112.542.576.591.724;0.128952261902365;0.216409235460031;128.258.689.198.649;0.250972383939773;-0.121625656832335;-0.042080977534892;-0.47191741743108;0.522014480069763;1200
-101.772.389.532.839;0.323322716451801;-0.179157948993604;-0.290634302921246;280.012.938.077.266;0.58848088893013;-0.895157919924844;0.183751023060006;-246.846.401.961.935;-142.769.086.843.927;-0.841923511830973;-0.311766754444321;-0.18796041824102;-0.970987753479454;-0.5786217424441;0.0382817304163108;0.554529908890372;-214.489.987.213.148;0.944081754217094;-0.349526017847966;-0.633756197553182;115.071.937.982.207;0.17254327810083;184.067.954.570.218;0.295751492583002;-28.623.027.401.851;129.285.040.190.945;-0.43709338060766;-0.11258367235698;15.688.884.771.824;0.49322627610388;-103.839.643.308.813;1500
-0.783294119875178;-0.360623155579923;-0.560360640468912;194.858.429.249.582;-0.0895494789846178;-0.96105383352964;0.365554040558751;-0.453821977508557;-0.829501582575649;-0.92847520283439;-188.611.885.231.996;1.383.595.694.622;-140.685.297.671.503;-0.438366357203166;-0.761839083961115;-0.418911900958206;0.0659389080678499;0.65704459650755;0.382940086243501;-0.336184427680413;-0.438262934703208;-0.869569778207992;0.19554871122276;167.873.563.320.094;-0.0711792109544866;0.343119232597063;0.730221297206748;-0.471361449199345;-0.0924016235616859;-0.204758356257224;0.592752447098159;0.291281233180602;1250
0.1498694479917;120.484.278.047.263;-0.886631043856291;0.694638095799874;-0.159841966908875;-137.117.830.779.483;0.915435048854044;0.119488559750784;-0.849788443353379;0.651234685309324;-0.0376541949748882;104.405.928.354.005;0.480363765540384;0.766424748734619;0.909242501793436;-0.448760728082245;0.120898641746392;0.372526692374791;-0.800359066259832;-0.105186804720159;-0.429896893064383;-0.237477245095918;-165.521.847.856.566;-0.241758965500338;-0.642178669717263;0.285312833641976;0.43532216345968;-0.6021570651702;-0.0949068066020645;-0.213255131532924;-0.421873401980749;0.0942108448940646;1200
125.800.041.803.953;-0.164450024233053;-0.669855523292255;0.390647011955619;-0.0803966424605759;-0.720847332471373;0.337870308978335;-0.216753558753327;0.133061753448885;0.651234685309324;-0.0376541949748882;104.405.928.354.005;0.480363765540384;0.766424748734619;0.909242501793436;-0.448760728082245;0.265865927687709;-0.0309416243987881;0.710777486107246;101.374.092.334.078;-0.863936114789667;0.388130911090006;-0.576556334425344;-0.631519656805042;-0.421250366551322;0.0318370495510494;0.392983686721702;0.0473605192685882;-0.054039646194944;-0.744397433075419;0.606418142067548;114.336.498.085.819;1600
132.969.749.416.215;0.489778719146139;-0.867513676888442;-0.567714712981927;0.432313285402583;129.543.678.486.339;-123.578.304.092.306;-0.787713214990094;0.140476271517545;0.29084207293187;0.130521188812844;140.406.196.867.764;0.270649408244328;0.850030634889408;-153.739.975.873.593;0.189013790559891;0.205166203781948;-0.159831143908631;0.604172035421097;-0.283601000883669;-0.260831623571059;0.405346867050649;-0.527696565173401;-0.195295198539846;-163.579.701.734.179;-0.0542240075922383;0.610078500583594;-0.314146269298295;140.448.910.726.565;-0.14421953116086;0.034995881759054;0.0726353822142909;1000
-0.911416809735891;0.252144732547174;0.127441024616169;0.411031613556294;0.00260924587523605;135.369.671.839.888;-125.599.922.440.916;176.594.011.810.322;0.786977940510347;-0.143648069725783;0.197938385297735;-0.535212594129257;0.144028826891766;0.781206843592218;-138.022.470.233.452;-0.488442421280824;0.150682438467387;0.237727001255157;0.75342326880167;-0.456539539800587;-0.840273779942974;-0.0567051033524491;-0.110094629770296;-0.656635899519085;0.609635624752934;0.786640156701215;-0.730847791836438;-0.459663025765695;-0.0890608549465092;0.466403961793467;-168.730.915.863.142;101.402.250.633.351;1000
-0.885678836908296;0.240900026887849;-0.461716110699643;-0.473313282580323;0.695988987096272;-0.904553926285513;-127.134.633.780.439;0.316287960595604;-110.918.051.719.574;-245.015.986.267.828;0.761515104050616;0.0111163020353276;-0.905327695008638;0.984343334259146;0.348494081300239;0.886234711964314;0.371199521184623;-213.228.491.653.891;0.832955777573783;-0.63552178549135;-0.356348358084059;16.273.560.968.882;-0.375111430119443;159.832.474.716.912;133.041.688.122.906;-222.530.993.473.225;-108.310.353.746.296;-0.0157264290388111;0.0318713027547282;340.973.023.229.667;0.274093837384221;528.700.846.276.073;1200
-10.379.699.003.143;0.687363294823573;-0.196173297008485;0.796709697861079;-0.135942437258136;-0.712603037984698;-0.820090024073314;-0.212802306654787;-0.163825393514373;0.468131748898526;-223.955.537.876.042;-0.928504891583733;-122.012.075.203.807;-0.690863421779312;0.597013140050448;0.359962227458556;0.0428900027288344;0.823373973273969;0.109698739135318;0.0960143864501036;-0.302084020829421;-0.567710507146913;-0.335555228308304;156.334.103.391.837;-104.212.119.176.074;0.209353595833682;0.689984181156885;131.375.227.107.733;-0.122782593806044;-0.22968050442335;-0.456228153490231;0.0156046144274247;800
-105.803.127.719.542;0.213662397939095;0.0558153972098763;209.196.411.302.817;-0.714166495614666;0.989045904998599;109.091.304.817.989;-0.334295286512308;0.454081907413699;0.515811035586395;0.382949303407092;-0.903289286143481;0.639078978717867;-155.765.218.757.513;-189.395.072.720.358;-0.388858101894542;0.196227091353486;-0.117473808313613;-0.47724982587645;-0.233124140110292;-0.905462080015058;-187.901.680.734.023;-0.214106699070868;-0.542135989423405;0.265290986852843;0.144604492044954;0.376561988398671;219.255.470.042.374;-0.0583540972640242;-0.264805804581771;163.121.973.303.572;0.638187940991481;600
-0.767513503247918;0.39063109186751;-0.355998866067435;0.0577882084047562;-0.309158176223079;-0.495739329745353;121.203.527.971.372;0.471333037150261;102.513.554.571.005;0.190034895548231;0.248571375205033;-0.860317948402942;0.63851343105951;-149.108.688.901.709;0.817637983563188;217.276.916.094.115;0.185707069475087;-0.0824411540532721;-0.178440346901767;-0.338616614116537;-0.640950888578796;-172.971.823.693.728;0.169801990163467;-0.478525791199603;-0.417700206331961;0.228951769756;0.832971453887522;-0.518699807865709;-0.139143095805438;-0.0792213864143344;0.312700953810831;-0.915467775963238;800
-0.980321451511011;0.558359072141686;-0.084458483116179;0.824869540852392;-0.400364946020738;-0.713014183960264;-0.549665434347986;-0.383710505939466;-1.621.231.581.186;0.435843432181151;-209.321.203.002.404;-0.91223696912152;-140.674.228.484.695;-0.719803789920557;-167.679.229.376.656;0.234571506400992;-0.0775615977224432;0.442808190680144;11.377.427.825.839;-0.496361848168704;108.525.344.132.446;0.621624523110652;0.245342352588016;-0.0660579043199345;-0.765093273224417;0.232665039723315;0.780412272026624;-0.0052400698577161;-0.110994877468691;-0.143357370867143;-129.592.037.725.799;0.366402432087985;1200
-0.896680773286734;0.520875010218424;-0.34970811159889;0.396434901167111;-0.181527834738786;-0.601583309530207;11.540.523.564.337;0.346738653282454;0.0774455898570632;0.198467284903925;0.0266157165839062;-0.675703700427164;0.29647881835396;0.715321025453455;0.679541644313216;0.149359570847903;0.0145106795644412;-0.0278317511531815;102.237.424.791.006;-0.496600288559691;-0.339245673996697;-114.965.503.987.563;-0.223161144025856;-0.134948057806324;-0.373625212566982;0.881398035619167;-174.764.900.292.268;0.422975840231908;-0.0350406462309149;-0.134884632115466;0.0805442323715522;114.177.894.412.063;1000
-0.956765759456885;0.800095725972664;-0.724995383633426;0.531625711615612;103.862.460.360.564;0.844420649223416;-161.505.294.067.682;0.369539382714599;0.396959781273251;0.468131748898526;-223.955.537.876.042;-0.928504891583733;-122.012.075.203.807;-0.690863421779312;0.597013140050448;0.359962227458556;0.164009257594286;0.195538104244833;125.409.057.451.914;-0.543198687952401;-0.470553063367266;0.498491098587836;-0.00336378689338559;-0.323017505866356;-0.531102853971597;0.530032728085085;-0.543177339517952;0.343391961159526;-0.0993124892348934;0.101615187274083;-127.422.331.826.161;123.255.149.256.472;1200
114.683.605.946.284;-0.2669893425316;-134.958.609.675.521;0.12292451250265;-0.0643269351563696;0.211531036953543;146.336.736.377.607;-0.791523638951924;-0.957600440374519;0.112868920163689;0.574987027340202;103.382.506.114.233;-174.374.472.193.914;-107.547.217.397.296;-0.976258630516356;472.403.208.107.153;0.119829995152948;0.00988057612429522;111.912.086.708.289;0.704362749493887;0.86216634954935;0.0693541176932528;-0.116543923202979;-0.596528848741326;111.029.005.275.794;-0.0678725669126294;0.473374883250563;-0.126971039625703;-0.0808037331699568;-0.576060219828912;0.363099268653749;-0.159675810285031;1200
0.916520552599757;-0.0691605969080945;209.324.936.222.994;0.429080927909312;-0.829018794665385;0.876232354549941;0.672947195042935;-101.550.819.831.295;-204.818.781.504.788;-109.450.501.641.482;-0.0932035634941101;-0.241109080299591;215.114.380.618.097;0.675869889278874;-0.0717030746308319;-0.321067948001627;-0.103492309640465;0.718950031992385;0.146771051408994;-0.713707034380265;0.153031610577524;0.638638436311528;-0.345172187619083;-0.517694003075255;148.403.582.366.987;0.606747119881328;-16.340.798.725.412;0.352898779262124;0.0608397959627979;121.843.101.530.255;-201.215.892.920.281;-106.765.428.255.152;12000
0.861725438850786;-0.21428943559132;202.211.987.881.533;-207.685.623.723.359;0.0513026957655351;267.712.527.472.016;14.684.080.376.418;190.945.438.328.277;-206.539.675.675.794;0.920899149303924;-230.382.529.031.921;0.791258092383485;-103.623.580.485.164;-0.639759698498147;0.826713997530668;-0.238158071471593;0.018914440697833;0.521306997347394;0.316566040377651;-0.551399125889353;-0.958133736151606;0.622118436417167;-0.500862499906401;-0.719486592086136;259.435.673.231.002;0.404585172304823;-0.139746324388709;0.197803494427381;0.0395788187822702;128.472.568.693.512;-297.370.867.114.214;-18.587.103.939.941;1600
107.414.652.736.418;0.196185334545269;186.953.610.633.343;-0.214705459222171;0.261099295922496;-0.486760901594835;147.896.450.934.094;-0.968920108995893;0.133097121840981;136.476.725.307.405;-0.458330425793178;-0.868691454085641;24.261.255.913.458;0.409747137376069;0.524365609984948;-0.422153345199106;0.00319353287147697;102.050.910.877.736;-0.364929566669523;-0.324959525195194;-0.990896745400261;-0.504443974510561;0.292941882429702;247.705.373.694.807;189.297.725.241.481;0.78901736710435;-188.091.647.739.612;0.25154569027542;0.0987011874741526;0.903878215872728;0.44536083783237;-176.290.878.363.603;1200
-0.740653912839574;-255.507.295.021.866;0.397884966050626;0.382439768697287;-0.777445638304169;-0.502667993357544;-0.21088783501846;0.166625383472006;-0.380675693263351;-117.334.228.733.303;0.360490598589868;-0.257001483226632;-0.094685448538276;0.930842001952175;-0.61518132691556;0.456621325245424;0.446402039843577;-280.349.781.048.764;-21.186.343.027.381;-0.326938862348718;-0.508355734734196;152.859.378.466.648;0.425091771554232;-163.953.683.539.338;-0.290815643976737;-170.118.916.023.745;-0.714433611444482;-0.618438503153038;-0.183069212330646;-0.117097125444275;-0.0347064573871984;-139.021.741.508.762;1200
-0.957070403364289;0.231845636372729;-0.0613611943299437;0.786567261979598;-0.664122686062685;121.995.652.348.201;108.542.268.173.471;-0.269548108595349;-116.779.436.207.807;-0.274667898064739;0.0681712270776946;122.924.482.339.368;0.345333805357643;0.856440846776522;0.963015446347152;0.0294085272183026;0.0937607908347677;-0.0400680980090589;-0.357404688377256;0.042920417198019;0.226172893318041;-10.707.195.192.686;0.0673658073300223;0.781894994386728;-0.411112887523711;0.47248450229722;-0.00374276898661014;0.312066346770141;-0.043204072534866;-0.321400292248888;0.329871031552373;0.599931466919615;800
-106.182.340.984.306;0.662347227877911;-0.298556110802655;0.513946819052665;-0.327620686854878;-0.902425064214246;113.088.314.921.061;-0.312689939365638;-0.212959560872898;0.411697275277325;0.134808713163182;-0.746576549006917;0.268505603125318;0.696713124485805;-170.134.093.591.043;-0.710778307134384;0.0931551675155152;0.0955081441098397;-0.0650114540134765;-0.257540245028696;-0.838863485526992;-178.006.434.718.681;0.428673729214502;-0.584444573519469;-0.502895837628273;0.432353537906893;0.811516541166018;-0.312370070541725;-0.101277282188697;-0.129095065355787;0.854458062692044;0.602295162905109;1200
