"MR1","MR2","MR8","MR3","MR4","MR5","MR6","MR7","MR9","MR1","MR2","MR3","MR5","MR4","MR6","MR7","MR2","MR1","MR3","MR4","MR9","MR7","MR8","MR6","MR5","MR1","MR5","MR2","MR3","MR4","MR7","MR6"
-0.951166633983034,0.592358651896513,-0.080760529543661,0.572588353825578,-0.34844580425081,-0.704738628783683,1.62152975741414,0.66609561823039,-0.676022766918458,0.468632230716576,0.0942532992680194,-0.668646707364364,0.255579946656273,0.668952114923258,-1.56140275925337,-0.149938875843688,0.0450195642460834,0.5652674998657,-0.186805523851588,-0.539139877802172,-0.500460142691082,-0.120505058508768,0.714242328917166,-0.26962482174916,-0.868664457915876,0.208190165462692,0.600157520579826,-0.20407846445994,-0.121931717950379,-0.374238342780434,0.350510050966269,-0.395980406329256
-1.01274730865944,0.274088420039008,-0.325028785377248,0.448519047609178,-0.605848708806619,1.08134172979402,1.3014773357788,-0.651026762638271,-0.259708938559245,0.55271005162558,-1.29822332770159,-0.798048280912169,0.103964844132012,0.857858072069835,-1.73831390181243,-1.28049145583079,0.192096541588743,0.289199708903772,0.930867805692633,-0.450726467159734,-0.739898501524141,1.0439476911241,-0.0603441588075344,-0.468909769079718,-0.244384347420985,-0.147108523645153,0.331937238330154,-0.223218524318542,-0.0825733015957185,-0.406584859318691,-1.26615050151964,1.15742954954449
-0.921341537402479,0.406417343848479,-0.22428704106308,0.35333416704923,-0.197778421787249,-0.572407282627469,-0.91790228102946,0.484540895745897,0.513545623162391,0.411697275277325,0.134808713163182,-0.746576549006917,0.268505603125318,0.696713124485805,-1.70134093591043,-0.710778307134384,0.0503681680717929,0.183898918776275,-1.2640084222462,0.0265581468687366,0.558561315584561,-0.525867521314425,-0.822160731198034,-0.48273107803492,-0.88854920374672,0.443050257256435,0.0935351280145286,-0.431413485761049,-0.127036315064186,-0.0390826817858251,-0.0713918177862483,-0.0469159100023109
-0.885171687344102,0.353010325657239,-0.26543293266671,0.0185791339940914,-0.292868095615259,-0.683881651374198,1.11760098458822,-0.721064511183949,-0.186574746615795,0.252510317923116,-0.0530578786011524,-0.746575348745807,0.330822590452841,0.682942481007167,0.62727031286651,0.175535928810669,-0.0879225189856355,0.307077670806614,-0.714080235112036,-0.633309552600782,-0.492620203807961,-0.901992929623108,-0.850191158495234,-0.360029672431748,-1.13241010309933,0.216653532360764,0.00730472794708462,0.0568225638554101,-0.0861763829668356,-0.302276109582457,-0.590344563240705,1.09547785126698
-1.74655951561484,0.596849325936115,0.852170538868613,0.12506135285247,1.17129904007536,-1.86476662539426,-1.33382530434413,2.18674484170296,-2.28469321685484,0.55003087963164,3.40459387368286,-2.05409822061759,-1.54273951532979,-0.133385041105829,0.959166639728877,-0.702056793429941,0.0291142949076909,0.476916098363268,-1.04549383761345,-0.226704084929838,-1.22626737741446,0.174690883076981,0.691477405373687,-1.27926654638562,1.97096166442856,0.544484248240864,-2.34185828333997,-0.488461452351039,0.0217353469618039,-0.210895964119831,0.574102856848354,0.0783224388159358
0.652597253789894,0.700091672081078,1.70111442007628,-0.35465057348527,1.57612766110706,-1.60288104480854,0.424710034329686,0.413332603118049,-0.366809721269608,0.479724518509585,0.905561078728476,0.974512632673512,-1.4637240621707,-1.17488066370917,0.715900269890396,0.286646792521074,0.18202831394844,0.588565315169832,-2.72849045281468,-0.51416447663803,-0.497656203343838,-1.14993430083322,0.377949448796569,1.76187813513849,0.311882889937486,0.639599879412227,-1.34099738499027,-0.0565265971338109,0.069216370418006,0.971541829439262,-1.09134200590629,-2.47114441629137
0.975599076227799,0.395924532964356,-0.242657300211729,0.0397587805591742,-0.418797638127073,1.79177504349331,-0.350633190614161,1.21295815491891,-2.06212662817207,0.848259122817664,0.218333510000725,0.885090235072474,0.638746992159218,-1.3816544982863,0.711889750370491,-0.383543869052604,0.0370137610914702,0.337575969371164,-0.268279057560507,-0.758688416520224,1.33874886701087,0.115516242350017,-0.283126684977502,-0.503722050069283,-0.494691568736217,0.746915472174258,-1.3214629724364,-0.270224169274865,-0.0328996002053204,-0.0716692711681698,-0.758349215229061,-0.452183415640763
1.04523304999303,0.410254644017244,-0.276057466601897,0.440003130314756,-0.318352801289624,1.88479439397045,-0.423479569887768,-0.336562512433345,-1.29433799854605,0.701305412599202,0.29015999045408,0.958218194722133,0.816593369034051,-1.45556201888003,0.768904041946991,-0.153016880805168,0.00966124139058197,0.566015461000554,-1.18210933318268,-0.733978266008277,1.58380006981243,-0.0137457109180445,-0.46419952927063,1.41006449805719,-0.658509372860094,0.579526893668695,-0.640954645008301,-0.510389553321308,-0.0537465766858066,-0.18987917149123,-0.812470812132332,-0.308990485864367
1.0060933236194,0.654705604550162,1.72756127382131,-0.301658687846242,0.471666576562209,-0.692809557016189,-1.43398173798171,-0.240175957247935,-0.477402349226705,0.651234685309324,-0.0376541949748882,1.04405928354005,0.480363765540384,0.766424748734619,0.909242501793436,-0.448760728082245,0.0243288451159143,0.342557072252369,-0.00948241675140164,-0.612129614749285,0.724336103166325,-0.507786439099704,-1.06525617860829,-0.315492466939921,-0.257099469759856,0.759283976225805,-1.12368260917138,1.32270198610131,0.0150000433461178,0.214979533498861,-0.245227341157314,1.1174944317188
1.08264162969102,1.3581367729446,-0.755905908925409,-0.401506494400627,1.7969361839512,1.49069259064096,0.115672356610045,-0.469614466436351,-0.314471834358732,0.0495705680960176,0.00193865865108883,1.1687841013312,2.1203067614086,0.605360770742373,-1.76423942217958,-1.11427199542442,-0.0924070666566793,0.573087640553705,0.446342809035561,-1.16156042881694,1.81160882837625,0.640678259118864,-0.163163914792892,-0.20542841115184,0.34466077639171,0.26647959382309,-0.087326846276344,2.30053521433803,-0.0198081561013336,-0.0506004511434156,-1.02588767058416,0.0381560574600392
